0,02344942	0,01076702	0,01388076	0,61582595	0,03007794	0,03280236	0,00765653	0,00517834	0,00517834	0,00421171	0,00331011	0,03893911	0,01216343	0,00738937	0,01682008	0,20818627	0,06362964	0,01791821	0,02793113	0,04307851	0,00970099	0,02753875	0,01513893	0,04676923	0,01127527	0,10128973	0,00883918	0,02718441	0,0091904	0,01029473
0,00441305	0,59024415	0,02460698	0,03061215	0,00489573	0,13984505	0,00547695	0,01836893	0,00663113	0,08432806	0,00351766	0,00517834	0,00517834	0,00421171	0,00190251	0,00212985	0,04549004	0,13111706	0,02711661	0,01552071	0,02019176	0,00265356	0,02129745	0,00938016	0,04946046	0,09739139	0,00796516	0,00967949	0,02099578	0,00891439
0,00441305	0,59024415	0,02460698	0,03061215	0,00489573	0,13984505	0,00547695	0,01836893	0,00663113	0,08432806	0,00351766	0,00517834	0,00517834	0,00421171	0,00190251	0,00212985	0,04549004	0,13111706	0,02711661	0,01552071	0,02019176	0,00265356	0,02129745	0,00938016	0,04946046	0,09739139	0,00796516	0,00967949	0,02099578	0,00891439
0,00441305	0,59024415	0,02460698	0,03061215	0,00489573	0,13984505	0,00547695	0,01836893	0,00663113	0,08432806	0,00351766	0,00517834	0,00517834	0,00421171	0,00190251	0,00212985	0,04549004	0,13111706	0,02711661	0,01552071	0,02019176	0,00265356	0,02129745	0,00938016	0,04946046	0,09739139	0,00796516	0,00967949	0,02099578	0,00891439
0,00930057	0,00946228	0,01197024	0,00864508	0,02761675	0,01574493	0,02619821	0,00351766	0,00517834	0,00517834	0,00517834	0,00421171	0,00342479	0,02604936	0,00432692	0,1626337	0,03388996	0,03632851	0,00208964	0,03650996	0,00413067	0,1039483	0,02438463	0,00625125	0,03257474	0,01145134	0,01518478	0,00514369	0,0606012	0,0271929
0,01061334	0,00930057	0,00946228	0,01197024	0,00864508	0,02761675	0,01574493	0,02619821	0,00351766	0,00517834	0,00517834	0,00517834	0,00421171	0,00342479	0,02604936	0,00432692	0,1626337	0,03388996	0,03632851	0,00208964	0,03650996	0,00413067	0,1039483	0,02438463	0,00625125	0,03257474	0,01145134	0,01518478	0,00514369	0,0606012
0,01218032	0,01930796	0,02108119	0,00833587	0,05249902	0,0155831	0,01061334	0,00930057	0,00946228	0,01197024	0,00864508	0,02761675	0,01574493	0,02619821	0,00351766	0,00517834	0,00517834	0,00517834	0,00421171	0,00342479	0,02604936	0,00432692	0,1626337	0,03388996	0,03632851	0,00208964	0,03650996	0,00413067	0,1039483	0,02438463
0,05249902	0,0155831	0,01061334	0,00930057	0,00946228	0,01197024	0,00864508	0,02761675	0,01574493	0,02619821	0,00351766	0,00517834	0,00517834	0,00517834	0,00421171	0,00342479	0,02604936	0,00432692	0,1626337	0,03388996	0,03632851	0,00208964	0,03650996	0,00413067	0,1039483	0,02438463	0,00625125	0,03257474	0,01145134	0,01518478
0,0628343	0,12216856	0,00621007	0,03861455	0,01056523	0,06358144	0,00765653	0,00517834	0,00517834	0,00676604	0,01512201	0,03843209	0,01269331	0,0125002	0,01855427	0,00348503	0,02180415	0,0083401	0,022611	0,00711331	0,00241604	0,03812394	0,01314611	0,00530213	0,03812394	0,01314611	0,00625125	0,03257474	0,00707286	0,0044321
0,0628343	0,12216856	0,00621007	0,03861455	0,01056523	0,06358144	0,00765653	0,00517834	0,00517834	0,00676604	0,01512201	0,03843209	0,01269331	0,0125002	0,01855427	0,00348503	0,02180415	0,0083401	0,022611	0,00711331	0,00241604	0,03812394	0,01314611	0,00530213	0,03812394	0,01314611	0,00625125	0,03257474	0,00707286	0,0044321
