0,93200000	0,97300000	0,90400000	0,93200000	0,93200000	0,91200000	1,44400000	0,95200000	0,91200000	1,13000000	0,97300000	0,91300000	1,00700000	1,16000000	0,90400000	0,97900000	0,95200000	0,93200000	0,93200000	0,97900000	0,95400000	1,16000000	0,90000000	0,95200000	0,97300000	0,90400000	0,93200000	0,97300000	0,90000000	0,92200000	
0,97300000	0,90000000	0,95200000	0,97300000	0,90400000	0,97300000	0,90400000	0,97300000	0,91300000	1,16000000	0,90400000	0,97300000	0,90000000	0,95400000	1,16000000	0,91900000	0,90400000	0,93200000	0,97300000	0,91900000	0,91900000	0,90000000	0,97000000	0,90400000	0,91200000	1,16000000	0,91900000	0,90000000	0,95400000	1,00700000	
0,97300000	0,90000000	0,95200000	0,97300000	0,90400000	0,97300000	0,90400000	0,97300000	0,91300000	1,16000000	0,90400000	0,97300000	0,90000000	0,95400000	1,16000000	0,91900000	0,90400000	0,93200000	0,97300000	0,91900000	0,91900000	0,90000000	0,97000000	0,90400000	0,91200000	1,16000000	0,91900000	0,90000000	0,95400000	1,00700000	
0,97300000	0,90000000	0,95200000	0,97300000	0,90400000	0,97300000	0,90400000	0,97300000	0,91300000	1,16000000	0,90400000	0,97300000	0,90000000	0,95400000	1,16000000	0,91900000	0,90400000	0,93200000	0,97300000	0,91900000	0,91900000	0,90000000	0,97000000	0,90400000	0,91200000	1,16000000	0,91900000	0,90000000	0,95400000	1,00700000	
0,93200000	0,93200000	0,93200000	0,93200000	0,93200000	0,93200000	0,97300000	0,90000000	0,95400000	1,16000000	0,91900000	0,90000000	0,92200000	0,97000000	0,90400000	0,97300000	0,91900000	0,91300000	1,16000000	0,90400000	0,97900000	0,95200000	0,97300000	0,91900000	0,90000000	0,97000000	0,91900000	0,91900000	0,91300000	1,00700000	
0,93200000	0,93200000	0,93200000	0,93200000	0,93200000	0,93200000	0,97300000	0,90000000	0,95400000	1,16000000	0,91900000	0,90000000	0,92200000	0,97000000	0,90400000	0,97300000	0,91900000	0,91300000	1,16000000	0,90400000	0,97900000	0,95200000	0,97300000	0,91900000	0,90000000	0,97000000	0,91900000	0,91900000	0,91300000	1,00700000	
0,93200000	0,93200000	0,93200000	0,93200000	0,93200000	0,93200000	0,97300000	0,90000000	0,95400000	1,16000000	0,91900000	0,90000000	0,92200000	0,97000000	0,90400000	0,97300000	0,91900000	0,91300000	1,16000000	0,90400000	0,97900000	0,95200000	0,97300000	0,91900000	0,90000000	0,97000000	0,91900000	0,91900000	0,91300000	1,00700000	
0,93200000	0,93200000	0,93200000	0,93200000	0,93200000	0,93200000	0,97300000	0,90000000	0,95400000	1,16000000	0,91900000	0,90000000	0,92200000	0,97000000	0,90400000	0,97300000	0,91900000	0,91300000	1,16000000	0,90400000	0,97900000	0,95200000	0,97300000	0,91900000	0,90000000	0,97000000	0,91900000	0,91900000	0,91300000	1,00700000	
1,16000000	0,91900000	0,91900000	0,91900000	0,91300000	1,16000000	0,91300000	1,13000000	0,93200000	0,97900000	0,97000000	0,91900000	0,90000000	0,95400000	1,16000000	0,90400000	0,97900000	0,97000000	0,91900000	0,90000000	0,95400000	1,44400000	0,97000000	0,90000000	0,97000000	0,91900000	0,90000000	0,97000000	0,91900000	0,90000000	
1,16000000	0,91900000	0,91900000	0,91900000	0,91300000	1,16000000	0,91300000	1,13000000	0,93200000	0,97900000	0,97000000	0,91900000	0,90000000	0,95400000	1,16000000	0,90400000	0,97900000	0,97000000	0,91900000	0,90000000	0,95400000	1,44400000	0,97000000	0,90000000	0,97000000	0,91900000	0,90000000	0,97000000	0,91900000	0,90000000	
