0,00371310	0,00608306	0,03407439	0,21440184	0,00277527	0,01972837	0,00324050	0,09077965	0,20527290	0,01719699	0,00629479	0,01338195	0,11952854	0,01020038	0,00738937	0,01682008	0,20818627	0,06362964	0,01791821	0,02793113	0,04307851	0,00949596	0,01131045	0,00759659	0,10030935	0,11233036	0,05207009	0,00765128	0,03735404	0,01692385	
0,02455375	0,01310592	0,07565041	0,00525708	0,16026887	0,01713681	0,06515597	0,00161979	0,32039891	0,00694883	0,09863099	0,01039496	0,01634065	0,01459449	0,00196187	0,04549004	0,13111706	0,02711661	0,01552071	0,02019176	0,00265356	0,02129745	0,00938016	0,04946046	0,09739139	0,00796516	0,00967949	0,01917651	0,05407029	0,03036934	
0,02455375	0,01310592	0,07565041	0,00525708	0,16026887	0,01713681	0,06515597	0,00161979	0,32039891	0,00694883	0,09863099	0,01039496	0,01634065	0,01459449	0,00196187	0,04549004	0,13111706	0,02711661	0,01552071	0,02019176	0,00265356	0,02129745	0,00938016	0,04946046	0,09739139	0,00796516	0,00967949	0,01917651	0,05407029	0,03036934	
0,02455375	0,01310592	0,07565041	0,00525708	0,16026887	0,01713681	0,06515597	0,00161979	0,32039891	0,00694883	0,09863099	0,01039496	0,01634065	0,01459449	0,00196187	0,04549004	0,13111706	0,02711661	0,01552071	0,02019176	0,00265356	0,02129745	0,00938016	0,04946046	0,09739139	0,00796516	0,00967949	0,01917651	0,05407029	0,03036934	
0,00359744	0,00359744	0,00714274	0,15125150	0,05215703	0,04261743	0,01039496	0,01569512	0,06788726	0,01143418	0,01013316	0,00428554	0,03650996	0,00715653	0,10109802	0,01728319	0,00193686	0,33010318	0,00634221	0,14688247	0,01772472	0,05011130	0,02438463	0,00625125	0,03257474	0,01145134	0,01518478	0,00571194	0,08469729	0,03036934	
0,00359744	0,00359744	0,00714274	0,15125150	0,05215703	0,04261743	0,01039496	0,01569512	0,06788726	0,01143418	0,01013316	0,00428554	0,03650996	0,00715653	0,10109802	0,01728319	0,00193686	0,33010318	0,00634221	0,14688247	0,01772472	0,05011130	0,02438463	0,00625125	0,03257474	0,01145134	0,01518478	0,00571194	0,08469729	0,03036934	
0,00359744	0,00359744	0,00714274	0,15125150	0,05215703	0,04261743	0,01039496	0,01569512	0,06788726	0,01143418	0,01013316	0,00428554	0,03650996	0,00715653	0,10109802	0,01728319	0,00193686	0,33010318	0,00634221	0,14688247	0,01772472	0,05011130	0,02438463	0,00625125	0,03257474	0,01145134	0,01518478	0,00571194	0,08469729	0,03036934	
0,00359744	0,00359744	0,00714274	0,15125150	0,05215703	0,04261743	0,01039496	0,01569512	0,06788726	0,01143418	0,01013316	0,00428554	0,03650996	0,00715653	0,10109802	0,01728319	0,00193686	0,33010318	0,00634221	0,14688247	0,01772472	0,05011130	0,02438463	0,00625125	0,03257474	0,01145134	0,01518478	0,00571194	0,08469729	0,03036934	
0,00488913	0,01437722	0,01917590	0,00712947	0,03364066	0,00179730	0,71099611	0,03693668	0,01108257	0,02059338	0,01080407	0,01247858	0,00548896	0,11352931	0,00979244	0,02881495	0,02059338	0,00348503	0,02180415	0,00834010	0,02261100	0,00711331	0,00241604	0,03812394	0,01314611	0,00530213	0,03812394	0,01314611	0,00530213	0,03576729	
0,00488913	0,01437722	0,01917590	0,00712947	0,03364066	0,00179730	0,71099611	0,03693668	0,01108257	0,02059338	0,01080407	0,01247858	0,00548896	0,11352931	0,00979244	0,02881495	0,02059338	0,00348503	0,02180415	0,00834010	0,02261100	0,00711331	0,00241604	0,03812394	0,01314611	0,00530213	0,03812394	0,01314611	0,00530213	0,03576729	
